"x"
"1" "house: 0"
"Point.Forecast" "Lo.95" "Hi.95"
"4.232143" 605.432478942977 -7723.34101043181 8934.20596831776
"4.238095" -375.426366819006 -8765.02979490394 8014.17706126593
"4.244048" 1192.74608183581 -7257.24939294148 9642.7415566131
"4.250000" 2328.26553771371 -6181.69341441872 10838.2244898461
"4.255952" 3340.06231489903 -5229.44054175498 11909.565171553
"4.261905" 2636.92967090373 -5991.70620352181 11265.5655453293
"x"
"1" "======"
"x"
"1" "house: 5"
"Point.Forecast" "Lo.95" "Hi.95"
"3.839286" 179.273941831158 76.4043404289187 282.143543233398
"3.845238" 227.427597308435 120.529698864603 334.325495752268
"3.851190" 130.876568243342 20.0967573987651 241.656379087918
"3.857143" 176.836782165683 62.3065578150236 291.367006516342
"3.863095" 124.634881942824 6.47322111806852 242.79654276758
"3.869048" 107.666880085219 -14.0178925361606 229.351652706599
"3.875000" 107.324619990254 -17.7840914848827 232.433331465391
"3.880952" 36.0251384713217 -92.4162702955605 164.466547238204
"3.886905" 124.358251569905 -7.33154030886465 256.048043448674
"3.892857" 122.160441127979 -12.6995124688016 257.020394724759
"3.898810" 79.1956166168766 -58.761669827798 217.152903061551
"3.904762" 200.194900755559 59.2083103214678 341.181491189651
"3.910714" 114.85771362196 -29.0944467692011 258.80987401312
"3.916667" 148.141752756824 1.28389535608846 294.999610157559
"3.922619" 144.086561263905 -5.62060649831975 293.79372902613
"3.928571" 68.42638046152 -84.0768715642619 220.929632487302
"3.934524" 174.445480664376 19.1964945888094 329.694466739942
"3.940476" 116.855030972573 -41.0919648093774 274.802026754524
"3.946429" 115.016851605225 -45.5828348066603 275.61653801711
"3.952381" 176.815068441748 13.605800706585 340.024336176911
"3.958333" 92.7281762094562 -73.0495993628451 258.505951781758
"3.964286" 152.688468007107 -15.6186223745898 320.995558388803
"3.970238" 158.895512221168 -11.9034411474188 329.694465589755
"3.976190" 83.1104055599384 -90.1445749481468 256.365386068024
"3.982143" 186.201167922123 10.5244931189231 361.877842725323
"3.988095" 129.144083048435 -48.9213539935733 307.209520090443
"3.994048" 117.889679504049 -62.5328957685969 298.312254776695
"4.000000" 181.805323608701 -0.943989569394773 364.554636786798
"4.005952" 109.76611853935 -75.2806789636551 294.812916042355
"4.011905" 142.372083809809 -44.9440208506567 329.688188470274
"4.017857" 162.090651166437 -27.4675954603517 351.648897793226
"4.023810" 81.4730249191083 -110.30115129676 273.247201134976
"4.029762" 180.264735568246 -13.7000562428635 374.229527379355
"4.035714" 138.219629188114 -57.9113124334959 334.350570809724
"4.041667" 112.789728938204 -85.4836985815514 311.063156457958
"4.047619" 186.73605808023 -13.6569504292579 387.129066589718
"4.053571" 135.554174589763 -66.9362292780148 338.044578457542
"4.059524" 170.905612596838 -33.6606833993213 375.471908592997
"4.065476" 193.22046549941 -13.4008675149728 399.841798513793
"4.071429" 97.0345626889086 -111.621568435227 305.690693813045
"4.077381" 185.667333603266 -25.0039431639875 396.33861037052
"4.083333" 160.799782861327 -51.8675457385244 373.467111461178
"4.089286" 100.083501914276 -114.561317386934 314.728321215487
"4.095238" 198.200214074511 -18.4040431595095 414.804471308531
"4.101190" 162.477573965859 -56.0685540047679 381.023701936487
"4.107143" 186.032005858451 -34.4388898398387 406.50290155674
"4.113095" 242.47165311059 20.0926485956445 464.850657625536
"4.119048" 146.794335897758 -77.4765437279981 371.065215523515
"4.125000" 126.62466321013 -99.5222652394132 352.771591659673
"4.130952" 196.464141157059 -31.5434004862269 424.471682800346
"4.136905" 126.496474498843 -103.356619553134 356.349568550821
"4.142857" 159.400953936652 -72.2829916537134 391.084899527017
"4.148810" 120.679883197246 -112.82055886523 354.180325259721
"4.154762" 16.2888894661252 -219.014026458059 251.59180539031
"4.160714" 129.295103373029 -107.796583620582 366.386790366639
"4.166667" 126.837170166574 -112.029892947051 365.704233280199
"4.172619" 63.1435462003702 -177.485794569995 303.772886970735
"4.178571" 180.841957392618 -61.5368482786549 423.220763063891
"4.184524" 126.975536153351 -117.140197132492 371.091269439195
"4.190476" 138.003814601206 -107.836574750783 383.844203953194
"4.196429" 236.459863327223 -11.0931670234266 484.012893677872
"4.202381" 167.663338600803 -81.5905653502523 416.917242551858
"4.208333" 192.344989614294 -58.5982598145242 443.288239043112
"4.214286" 221.01774012016 -31.6035579387055 473.639038179026
"4.220238" 139.130974527084 -115.157298957948 393.419248012116
"4.226190" 205.025727967693 -50.9186641002926 460.970120035678
"4.232143" 198.631771725512 -58.958091487509 456.221634938533
"4.238095" 91.7242705870089 -167.500619092117 350.949160266135
"4.244048" 199.551711734181 -61.2979561364288 460.40137960479
"4.250000" 220.378416705415 -42.0859714070673 482.842804817896
"4.255952" 256.49827991954 -7.57095499113962 520.56751483022
"4.261905" 287.879860541203 22.2154733430621 553.544247739345
"x"
"1" "======"
"x"
"1" "house: 6"
"Point.Forecast" "Lo.95" "Hi.95"
"3.839286" 148.002340074516 -450.418859252971 746.423539402003
"3.845238" -133.059351673438 -903.426030434134 637.307327087257
"3.851190" -172.504733521582 -1082.90118984433 737.891722801168
"3.857143" -86.7962794969562 -1118.38660303884 944.794044044932
