"Point.Forecast" "Lo.95" "Hi.95"
"26.29167" -1268.67358360234 -5672.64054024718 3135.2933730425
"26.33333" -1022.79076989794 -5452.66961349194 3407.08807369605
"26.37500" -1088.36340557948 -5544.00344743921 3367.27663628024
"26.41667" -1316.91189766282 -5798.16504787937 3164.34125255373
"26.45833" -1287.45263970237 -5794.17333329186 3219.26805388713
"26.50000" -1268.69310437487 -5800.73823033399 3263.35202158425
"26.54167" -1266.19352935433 -5823.4223624756 3291.03530376694
"26.58333" -1048.13833125164 -5630.41246656196 3534.13580405867
"26.62500" -974.960106420416 -5582.14339611445 3632.22318327362
"26.66667" -1005.917862889 -5637.87635563675 3626.04062985874
"26.70833" -734.274920690933 -5390.87680320569 3922.32696182383
"26.75000" -734.419487351102 -5415.53502811081 3946.6960534086
"26.79167" -673.285015489237 -5378.78651051015 4032.21647953168
"26.83333" -406.864609051434 -5136.62632961898 4322.89711151611
"26.87500" -573.684636713691 -5336.25127178837 4188.88199836098
"26.91667" -563.367593686724 -5349.90523244279 4223.17004506935
"26.95833" -870.903005943126 -5681.29219819468 3939.48618630843
"27.00000" -991.3087433584 -5825.43180702079 3842.81432030399
"27.04167" -1233.82304735597 -6091.56402525246 3623.91793054051
"27.08333" -1460.96762717981 -6342.2122453112 3420.27699095159
"27.12500" -1549.12656674231 -6453.7621939565 3355.50906047188
"27.16667" -1655.21287232511 -6583.12848132662 3272.70273667641
"27.20833" -1717.25588691017 -6668.34201655312 3233.83024273278
"27.25000" -1517.98326910766 -6492.13198791823 3456.16544970291
"27.29167" -1602.67054891055 -6599.77541978797 3394.43432196687
"27.33333" -1356.78773520616 -6376.74378125366 3663.16831084135
"27.37500" -1422.36037088769 -6465.06404232734 3620.34330055195
"27.41667" -1650.90886297103 -6716.25800509865 3414.44027915658
"27.45833" -1621.44960501058 -6709.34342714906 3466.44421712791
"27.50000" -1602.69006968308 -6713.02911509455 3507.64897572839
"27.54167" -1600.19049466254 -6732.87661138145 3532.49562205637
"27.58333" -1382.13529655986 -6537.07160911126 3772.80101599155
"27.62500" -1308.95707172863 -6486.0479536973 3868.13381024004
"27.66667" -1339.91482819721 -6539.06587561497 3859.23621922054
"27.70833" -1068.27188599914 -6289.38989151934 4152.84611952105
"27.75000" -1068.41645265931 -6311.40938048872 4174.5764751701
"27.79167" -1007.28198079745 -6272.05894235729 4257.49498076239
"27.83333" -740.861574359646 -6027.33280464864 4545.60965592935
"27.87500" -907.681602021902 -6223.52331231141 4408.16010826761
"27.91667" -897.364558994935 -6234.69298270616 4439.96386471629
"27.95833" -1204.89997125134 -6563.62895453252 4153.82901202985
"28.00000" -1325.30570866661 -6705.35012576577 4054.73870843255
"28.04167" -1567.82001266419 -6969.09574564263 3833.45572031426
"28.08333" -1794.96459248802 -7217.38851148991 3627.45932651388
"28.12500" -1883.12353205052 -7326.61347610901 3560.36641200797
